Member_ID,Join_Date,Gender,Age,Membership_Type,Tenure_Months,Avg_Visits_Per_Week,Last_Visit_Date,Days_Since_Last_Visit,Monthly_Fee,Total_Revenue
M00350,2024-01-13,Female,25,Standard,13,2.87,2025-01-23,9,40,520
M00351,2023-12-17,Male,36,Standard,14,1.95,2025-01-08,24,40,560
M00352,2022-12-02,Female,36,Weekend,26,1.82,2025-01-14,18,25,650
M00353,2022-07-25,Female,29,Standard,31,3.06,2025-01-31,1,40,1240
M00354,2024-08-15,Male,22,Premium,6,4.19,2025-01-25,7,60,360
M00355,2022-12-29,Female,22,Premium,26,3.7,2025-01-31,1,60,1560
M00356,2023-03-27,Male,31,Standard,23,3.48,2025-01-29,3,40,920
M00357,2022-10-28,Male,44,Premium,28,3.51,2025-02-01,0,60,1680
M00358,2024-03-21,Male,34,Standard,11,1.71,2025-01-11,21,40,440
M00359,2023-04-27,Female,49,Weekend,22,2.14,2025-01-13,19,25,550
M00360,2024-08-09,Female,33,Standard,6,1.92,2025-01-09,23,40,240
M00361,2022-09-19,Female,21,Premium,29,4.28,2025-02-01,0,60,1740
M00362,2022-09-21,Male,42,Standard,29,1.86,2025-01-27,5,40,1160
M00363,2024-04-01,Male,25,Standard,10,1.53,2025-01-15,17,40,400
M00364,2024-05-13,Female,20,Standard,9,1.82,2025-01-13,19,40,360
M00365,2023-11-29,Male,38,Weekend,15,1.25,2025-01-13,19,25,375
M00366,2022-01-15,Male,22,Premium,37,2.77,2025-01-10,22,60,2220
M00367,2024-03-06,Female,40,Weekend,11,0.9,2024-12-21,42,25,275
M00368,2023-11-25,Female,41,Weekend,15,2.03,2025-01-25,7,25,375
M00369,2023-06-18,Male,42,Premium,20,4.42,2025-01-24,8,60,1200
M00370,2022-06-18,Male,24,Premium,32,4.54,2025-01-24,8,60,1920
M00371,2024-07-17,Female,48,Premium,7,4.6,2025-01-23,9,60,420
M00372,2024-03-02,Female,35,Premium,11,3.55,2025-01-30,2,60,660
M00373,2024-03-17,Male,41,Premium,11,4.67,2025-01-28,4,60,660
M00374,2022-04-23,Male,25,Standard,34,2.55,2025-01-14,18,40,1360
M00375,2024-02-26,Male,28,Premium,12,3.68,2025-01-30,2,60,720
M00376,2023-05-08,Female,46,Premium,21,4.3,2025-01-25,7,60,1260
M00377,2022-09-21,Male,31,Weekend,29,0.93,2024-12-28,35,25,725
M00378,2024-06-01,Male,35,Premium,8,4.47,2025-01-26,6,60,480
M00379,2023-09-05,Male,30,Weekend,17,1.36,2025-01-08,24,25,425
M00380,2022-04-09,Male,23,Premium,34,2.82,2025-01-25,7,60,2040
M00381,2024-09-17,Male,30,Premium,5,2.8,2025-01-23,9,60,300
M00382,2022-06-10,Male,43,Standard,32,1.83,2025-01-22,10,40,1280
M00383,2023-11-30,Female,18,Standard,15,3.28,2025-01-24,8,40,600
M00384,2024-05-22,Female,28,Weekend,9,2.48,2025-01-14,18,25,225
M00385,2023-01-16,Female,24,Standard,25,2.21,2025-01-16,16,40,1000
M00386,2023-03-20,Male,27,Weekend,23,1.08,2025-01-12,20,25,575
M00387,2024-05-22,Female,19,Premium,9,3.05,2025-01-29,3,60,540
M00388,2022-10-01,Male,48,Premium,28,4.56,2025-01-22,10,60,1680
M00389,2024-07-01,Male,33,Standard,7,1.92,2025-01-20,12,40,280
M00390,2022-11-22,Male,22,Weekend,27,2.35,2025-01-27,5,25,675
M00391,2023-06-18,Male,33,Weekend,20,1.83,2025-01-22,10,25,500
M00392,2023-06-26,Male,47,Standard,20,3.29,2025-01-29,3,40,800
M00393,2024-01-04,Female,40,Premium,13,3.89,2025-01-29,3,60,780
M00394,2023-06-14,Female,43,Standard,20,2.88,2025-01-23,9,40,800
M00395,2022-11-04,Female,33,Premium,27,4.05,2025-02-01,0,60,1620
M00396,2024-08-16,Male,44,Weekend,6,2.16,2025-01-13,19,25,150
M00397,2023-08-18,Female,48,Weekend,18,2.17,2025-01-11,21,25,450
M00398,2022-01-24,Male,32,Standard,37,2.68,2025-01-23,9,40,1480
M00399,2024-02-21,Female,26,Standard,12,2.77,2025-01-15,17,40,480
M00400,2023-07-19,Female,47,Standard,19,3.34,2025-01-25,7,40,760
M00401,2023-02-12,Female,49,Premium,24,4.82,2025-01-25,7,60,1440
M00402,2022-09-16,Female,18,Weekend,29,1.83,2025-01-17,15,25,725
M00403,2024-06-13,Female,49,Standard,8,1.52,2025-01-17,15,40,320
M00404,2022-10-24,Female,26,Weekend,28,0.71,2025-01-01,31,25,700
M00405,2023-11-18,Male,28,Premium,15,4.64,2025-01-22,10,60,900
M00406,2024-11-26,Male,22,Weekend,3,0.67,2025-01-10,22,25,75
M00407,2024-08-08,Male,23,Premium,6,3.03,2025-01-25,7,60,360
M00408,2023-01-30,Male,47,Premium,25,3.08,2025-01-28,4,60,1500
M00409,2023-05-03,Male,25,Weekend,21,1.7,2025-01-17,15,25,525
M00410,2023-05-23,Female,32,Premium,21,3.94,2025-02-01,0,60,1260
M00411,2022-09-02,Male,44,Premium,29,3.22,2025-01-22,10,60,1740
M00412,2024-03-10,Male,33,Weekend,11,0.92,2025-01-11,21,25,275
M00413,2024-08-12,Male,47,Weekend,6,2.03,2025-01-12,20,25,150
M00414,2022-06-05,Male,35,Standard,32,3.37,2025-01-28,4,40,1280
M00415,2023-05-01,Male,29,Standard,21,1.61,2025-01-09,23,40,840
M00416,2024-04-26,Male,40,Standard,10,1.77,2025-01-20,12,40,400
M00417,2024-07-09,Male,45,Premium,7,4.11,2025-01-29,3,60,420
M00418,2023-03-01,Male,21,Premium,23,4.51,2025-01-25,7,60,1380
M00419,2024-01-22,Male,42,Standard,13,3.08,2025-01-26,6,40,520
M00420,2022-01-07,Female,49,Standard,37,2.94,2025-01-22,10,40,1480
M00421,2023-08-29,Male,39,Standard,18,3.27,2025-01-23,9,40,720
M00422,2023-11-23,Male,33,Standard,15,1.93,2025-01-22,10,40,600
M00423,2023-05-25,Female,40,Premium,21,2.77,2025-01-12,20,60,1260
M00424,2022-11-27,Female,28,Standard,27,2.73,2025-01-09,23,40,1080
M00425,2022-12-17,Male,39,Premium,26,4.56,2025-01-26,6,60,1560
M00426,2022-01-05,Male,44,Standard,37,2.66,2025-01-11,21,40,1480
M00427,2024-12-19,Male,41,Standard,2,3.43,2025-01-22,10,40,80
M00428,2023-09-21,Female,39,Weekend,17,2.09,2025-01-20,12,25,425
M00429,2022-05-22,Male,24,Premium,33,4.25,2025-01-22,10,60,1980
M00430,2023-05-29,Female,41,Premium,21,2.65,2025-01-10,22,60,1260
M00431,2024-07-05,Female,32,Premium,7,2.77,2025-01-20,12,60,420
M00432,2023-06-27,Female,34,Standard,20,3.07,2025-01-24,8,40,800
M00433,2023-03-05,Female,32,Standard,23,1.9,2025-01-16,16,40,920
M00434,2023-04-25,Female,27,Premium,22,2.57,2025-01-22,10,60,1320
M00435,2023-09-15,Male,45,Premium,17,4.78,2025-02-01,0,60,1020
M00436,2022-06-13,Male,21,Standard,32,3.28,2025-01-30,2,40,1280
M00437,2023-12-17,Female,39,Premium,14,3.05,2025-01-23,9,60,840
M00438,2023-12-26,Female,34,Weekend,14,2.06,2025-01-14,18,25,350
M00439,2023-03-01,Female,21,Standard,23,1.6,2025-01-07,25,40,920
M00440,2024-03-20,Female,39,Premium,11,3.21,2025-01-28,4,60,660
M00441,2023-11-05,Male,40,Premium,15,4.06,2025-02-01,0,60,900
M00442,2024-07-31,Female,46,Weekend,7,2.03,2025-01-10,22,25,175
M00443,2023-08-26,Female,39,Premium,18,2.53,2025-01-27,5,60,1080
M00444,2024-08-31,Male,28,Premium,6,3.32,2025-01-30,2,60,360
M00445,2023-06-18,Male,21,Weekend,20,0.93,2025-01-05,27,25,500
M00446,2024-02-21,Male,29,Weekend,12,2.5,2025-01-18,14,25,300
M00447,2023-05-19,Male,46,Weekend,21,1.84,2025-01-07,25,25,525
M00448,2023-09-29,Female,40,Standard,17,2.31,2025-01-15,17,40,680
M00449,2024-11-11,Female,27,Premium,3,2.69,2025-01-27,5,60,180
M00450,2023-07-31,Female,49,Premium,19,4.0,2025-02-01,0,60,1140
M00451,2024-08-08,Female,31,Standard,6,2.78,2025-01-18,14,40,240
M00452,2023-10-04,Female,35,Standard,16,3.13,2025-01-27,5,40,640
M00453,2023-11-17,Female,23,Standard,15,2.08,2025-01-14,18,40,600
M00454,2023-09-06,Female,22,Weekend,17,2.46,2025-01-20,12,25,425
M00455,2024-05-30,Female,19,Premium,9,3.6,2025-01-22,10,60,540
M00456,2023-04-13,Female,42,Standard,22,2.09,2025-01-14,18,40,880
M00457,2024-07-07,Male,30,Premium,7,3.37,2025-01-23,9,60,420
M00458,2023-05-15,Female,40,Standard,21,2.54,2025-01-11,21,40,840
M00459,2022-05-20,Male,49,Premium,33,4.84,2025-01-31,1,60,1980
M00460,2023-05-19,Male,31,Premium,21,4.34,2025-01-22,10,60,1260
M00461,2022-06-14,Male,20,Premium,32,3.94,2025-01-26,6,60,1920
M00462,2022-02-22,Male,48,Standard,36,1.83,2025-01-27,5,40,1440
M00463,2024-06-10,Female,40,Standard,8,1.8,2025-01-16,16,40,320
M00464,2022-11-26,Male,28,Standard,27,2.5,2025-01-11,21,40,1080
M00465,2022-05-20,Male,44,Weekend,33,1.96,2025-01-19,13,25,825
M00466,2023-01-21,Female,39,Premium,25,4.38,2025-01-27,5,60,1500
M00467,2023-08-09,Male,40,Premium,18,3.06,2025-01-22,10,60,1080
M00468,2022-03-12,Female,21,Weekend,35,0.7,2025-01-14,18,25,875
M00469,2023-06-23,Female,30,Premium,20,3.46,2025-01-23,9,60,1200
M00470,2022-02-05,Female,46,Weekend,36,2.34,2025-01-10,22,25,900
M00471,2022-10-09,Female,49,Premium,28,3.86,2025-01-25,7,60,1680
M00472,2023-02-12,Male,43,Weekend,24,1.14,2024-12-21,42,25,600
M00473,2023-09-21,Female,46,Premium,17,3.31,2025-01-28,4,60,1020
M00474,2022-10-30,Male,25,Weekend,28,0.76,2024-12-30,33,25,700
M00475,2022-12-26,Male,25,Standard,26,2.45,2025-01-25,7,40,1040
M00476,2023-08-11,Female,40,Weekend,18,2.08,2025-01-26,6,25,450
M00477,2023-11-12,Male,30,Premium,15,4.92,2025-01-25,7,60,900
M00478,2022-08-20,Female,40,Standard,30,2.5,2025-01-15,17,40,1200
M00479,2023-05-06,Male,27,Weekend,21,0.83,2024-12-19,44,25,525
M00480,2024-01-11,Male,30,Standard,13,2.87,2025-01-12,20,40,520
M00481,2024-03-18,Male,30,Standard,11,3.01,2025-01-27,5,40,440
M00482,2024-06-18,Male,41,Standard,8,1.64,2025-01-18,14,40,320
M00483,2022-08-21,Female,34,Standard,30,3.2,2025-01-28,4,40,1200
M00484,2022-04-21,Female,23,Standard,34,3.16,2025-01-29,3,40,1360
M00485,2024-08-14,Male,19,Standard,6,2.45,2025-01-20,12,40,240
M00486,2023-06-07,Male,34,Weekend,20,1.62,2025-01-16,16,25,500
M00487,2023-07-13,Male,29,Premium,19,4.28,2025-01-24,8,60,1140
M00488,2024-11-11,Male,43,Premium,3,4.19,2025-01-29,3,60,180
M00489,2024-08-05,Female,40,Weekend,6,0.53,2024-12-20,43,25,150
M00490,2023-12-13,Male,23,Weekend,14,0.74,2025-01-21,11,25,350
M00491,2023-09-15,Male,22,Standard,17,1.83,2025-01-19,13,40,680
M00492,2022-06-16,Male,48,Standard,32,3.01,2025-01-30,2,40,1280
M00493,2022-11-29,Female,22,Premium,27,3.6,2025-01-31,1,60,1620
M00494,2023-10-29,Male,42,Premium,16,3.86,2025-01-29,3,60,960
M00495,2023-04-12,Female,26,Standard,22,3.05,2025-01-31,1,40,880
M00496,2022-07-09,Female,45,Premium,31,3.35,2025-01-26,6,60,1860
M00497,2022-08-04,Male,45,Standard,30,3.0,2025-01-28,4,40,1200
M00498,2023-05-02,Male,39,Premium,21,3.61,2025-01-28,4,60,1260
M00499,2023-10-28,Male,46,Weekend,16,1.25,2025-01-08,24,25,400
M00500,2022-02-21,Female,48,Weekend,36,1.17,2025-01-09,23,25,900
M00501,2023-08-29,Female,20,Standard,18,3.43,2025-01-24,8,40,720
M00502,2022-08-12,Male,40,Standard,30,3.04,2025-01-23,9,40,1200
M00503,2024-04-17,Female,49,Premium,10,2.55,2025-01-21,11,60,600
M00504,2024-07-13,Male,37,Weekend,7,2.41,2025-01-20,12,25,175
M00505,2024-12-11,Male,22,Standard,2,3.05,2025-01-24,8,40,80
M00506,2023-09-20,Male,24,Premium,17,2.87,2025-01-20,12,60,1020
M00507,2023-02-07,Male,48,Weekend,24,0.65,2024-12-27,36,25,600
M00508,2023-08-01,Male,29,Weekend,18,1.12,2024-12-23,40,25,450
M00509,2024-05-15,Male,49,Weekend,9,1.75,2025-01-18,14,25,225
M00510,2024-05-16,Female,24,Standard,9,2.73,2025-01-07,25,40,360
M00511,2023-04-17,Female,48,Standard,22,2.05,2025-01-20,12,40,880
M00512,2024-01-04,Female,27,Standard,13,2.39,2025-01-26,6,40,520
M00513,2024-07-09,Male,25,Weekend,7,0.92,2024-12-28,35,25,175
M00514,2024-10-23,Male,34,Weekend,4,0.6,2024-12-27,36,25,100
M00515,2023-10-06,Male,22,Premium,16,3.79,2025-01-29,3,60,960
M00516,2024-07-31,Female,32,Premium,7,3.37,2025-01-22,10,60,420
M00517,2022-12-06,Male,45,Premium,26,3.86,2025-01-30,2,60,1560
M00518,2024-10-10,Female,26,Weekend,4,2.39,2025-01-20,12,25,100
M00519,2023-07-23,Male,49,Weekend,19,0.79,2024-12-31,32,25,475
M00520,2023-07-06,Female,48,Premium,19,2.5,2025-01-18,14,60,1140
M00521,2024-01-30,Male,40,Standard,13,1.65,2025-01-09,23,40,520
M00522,2023-07-13,Male,28,Premium,19,3.66,2025-01-29,3,60,1140
M00523,2022-10-09,Female,45,Weekend,28,1.91,2025-01-10,22,25,700
M00524,2024-01-27,Female,30,Weekend,13,1.66,2025-01-13,19,25,325
M00525,2024-05-08,Female,35,Weekend,9,1.49,2024-12-26,37,25,225
M00526,2024-07-12,Male,34,Standard,7,2.21,2025-01-10,22,40,280
M00527,2023-02-08,Female,41,Standard,24,2.12,2025-01-17,15,40,960
M00528,2024-03-08,Female,26,Premium,11,3.44,2025-01-28,4,60,660
M00529,2022-09-28,Male,27,Premium,29,4.03,2025-01-25,7,60,1740
M00530,2022-10-21,Male,22,Weekend,28,0.84,2025-01-05,27,25,700
M00531,2024-08-07,Female,47,Weekend,6,2.04,2025-01-16,16,25,150
M00532,2024-03-13,Male,49,Weekend,11,1.65,2025-01-08,24,25,275
M00533,2022-07-27,Female,28,Weekend,31,1.04,2025-01-22,10,25,775
M00534,2024-05-09,Female,39,Standard,9,2.5,2025-01-08,24,40,360
M00535,2024-12-03,Female,49,Standard,2,3.43,2025-01-24,8,40,80
M00536,2024-11-15,Male,32,Weekend,3,0.54,2024-12-28,35,25,75
M00537,2023-08-31,Female,19,Weekend,18,0.9,2024-12-26,37,25,450
M00538,2022-03-25,Female,44,Premium,35,3.62,2025-01-22,10,60,2100
M00539,2024-05-12,Male,38,Standard,9,2.78,2025-01-19,13,40,360
M00540,2022-12-01,Female,45,Premium,26,3.03,2025-01-27,5,60,1560
M00541,2022-12-28,Female,37,Weekend,26,2.36,2025-01-07,25,25,650
M00542,2022-08-05,Female,41,Standard,30,2.79,2025-01-22,10,40,1200
M00543,2023-03-20,Male,41,Premium,23,4.69,2025-01-24,8,60,1380
M00544,2024-02-26,Female,31,Standard,12,2.16,2025-01-11,21,40,480
M00545,2022-10-02,Male,22,Standard,28,3.16,2025-01-29,3,40,1120
M00546,2024-03-30,Male,44,Premium,11,3.45,2025-01-26,6,60,660
M00547,2023-03-28,Female,41,Premium,23,3.13,2025-01-29,3,60,1380
M00548,2023-03-25,Female,49,Standard,23,3.32,2025-01-29,3,40,920
M00549,2022-03-19,Male,23,Standard,35,1.68,2025-01-09,23,40,1400
M00550,2023-11-03,Female,43,Standard,15,3.39,2025-01-27,5,40,600
M00551,2022-02-28,Female,39,Standard,36,2.42,2025-01-27,5,40,1440
M00552,2024-08-28,Male,46,Weekend,6,2.49,2025-01-07,25,25,150
M00553,2022-05-26,Female,32,Standard,33,2.58,2025-01-27,5,40,1320
M00554,2024-04-04,Female,46,Standard,10,3.01,2025-01-23,9,40,400
M00555,2023-11-26,Male,21,Weekend,15,0.51,2024-12-23,40,25,375
M00556,2023-01-02,Female,27,Standard,25,2.49,2025-01-14,18,40,1000
M00557,2023-12-28,Male,45,Premium,14,4.34,2025-01-30,2,60,840
M00558,2023-01-18,Male,44,Premium,25,4.46,2025-01-26,6,60,1500
M00559,2022-08-17,Female,36,Standard,30,1.82,2025-01-12,20,40,1200
M00560,2024-03-23,Male,26,Standard,11,2.34,2025-01-08,24,40,440
M00561,2022-03-27,Female,38,Standard,35,2.34,2025-01-26,6,40,1400
M00562,2024-04-18,Female,43,Premium,10,2.76,2025-01-24,8,60,600
M00563,2022-06-17,Male,27,Premium,32,3.61,2025-01-26,6,60,1920
M00564,2023-04-21,Male,21,Premium,22,4.52,2025-01-31,1,60,1320
M00565,2023-07-27,Male,39,Premium,19,3.25,2025-02-01,0,60,1140
M00566,2024-05-03,Male,47,Standard,9,2.37,2025-01-15,17,40,360
M00567,2024-09-26,Male,21,Premium,5,4.9,2025-01-30,2,60,300
M00568,2024-05-11,Male,48,Standard,9,1.56,2025-01-13,19,40,360
M00569,2024-12-25,Female,23,Weekend,2,1.68,2025-01-12,20,25,50
M00570,2022-05-26,Female,43,Premium,33,4.36,2025-01-27,5,60,1980
M00571,2023-07-21,Male,25,Standard,19,3.02,2025-01-24,8,40,760
M00572,2024-10-24,Female,33,Standard,4,2.93,2025-01-09,23,40,160
M00573,2023-05-28,Male,25,Premium,21,4.32,2025-01-24,8,60,1260
M00574,2023-09-13,Male,45,Standard,17,1.62,2025-01-08,24,40,680
M00575,2022-12-11,Female,33,Weekend,26,1.57,2025-01-17,15,25,650
M00576,2022-10-12,Female,23,Weekend,28,2.07,2025-01-10,22,25,700
M00577,2022-08-08,Male,34,Premium,30,2.74,2025-01-26,6,60,1800
M00578,2022-12-13,Male,46,Weekend,26,0.52,2025-01-06,26,25,650
M00579,2023-01-16,Male,18,Standard,25,3.13,2025-01-22,10,40,1000
M00580,2024-11-11,Female,47,Premium,3,4.28,2025-01-27,5,60,180
M00581,2022-04-27,Male,36,Standard,34,2.32,2025-01-21,11,40,1360
M00582,2022-03-30,Male,35,Weekend,35,2.38,2025-01-26,6,25,875
M00583,2023-11-17,Female,34,Standard,15,3.03,2025-01-24,8,40,600
M00584,2023-10-28,Female,34,Premium,16,4.92,2025-01-26,6,60,960
M00585,2023-01-07,Female,45,Standard,25,3.36,2025-01-23,9,40,1000
M00586,2023-10-08,Male,29,Premium,16,3.7,2025-01-30,2,60,960
M00587,2022-11-29,Male,29,Premium,27,4.39,2025-01-23,9,60,1620
M00588,2022-10-26,Female,23,Premium,28,4.17,2025-01-28,4,60,1680
M00589,2023-01-08,Male,24,Premium,25,4.53,2025-01-26,6,60,1500
M00590,2022-10-19,Male,48,Premium,28,4.47,2025-01-30,2,60,1680
M00591,2023-02-05,Female,25,Premium,24,2.88,2025-01-27,5,60,1440
M00592,2022-06-10,Female,20,Standard,32,1.97,2025-01-23,9,40,1280
M00593,2024-08-03,Male,34,Premium,6,3.16,2025-01-29,3,60,360
M00594,2023-07-13,Female,38,Premium,19,4.55,2025-01-29,3,60,1140
M00595,2023-02-03,Female,25,Weekend,24,2.12,2025-01-07,25,25,600
M00596,2023-01-23,Male,49,Standard,25,2.49,2025-01-27,5,40,1000
M00597,2024-11-06,Male,45,Standard,3,2.66,2025-01-08,24,40,120
M00598,2022-08-03,Male,44,Premium,30,4.57,2025-01-29,3,60,1800
M00599,2023-07-23,Male,47,Premium,19,3.28,2025-01-23,9,60,1140
M00600,2022-01-05,Male,49,Premium,37,2.63,2025-01-09,23,60,2220
M00601,2024-04-03,Male,28,Premium,10,3.71,2025-02-01,0,60,600
M00602,2023-02-05,Female,37,Premium,24,4.78,2025-01-26,6,60,1440
M00603,2022-12-20,Female,35,Premium,26,4.48,2025-02-01,0,60,1560
M00604,2023-09-06,Female,33,Premium,17,3.42,2025-01-26,6,60,1020
M00605,2024-01-04,Male,42,Premium,13,2.66,2025-01-16,16,60,780
M00606,2024-05-10,Male,45,Standard,9,2.77,2025-01-11,21,40,360
M00607,2023-10-18,Male,30,Premium,16,4.59,2025-01-29,3,60,960
M00608,2023-08-26,Male,26,Premium,18,4.16,2025-01-23,9,60,1080
M00609,2024-12-23,Male,36,Standard,2,2.35,2025-01-20,12,40,80
M00610,2023-06-18,Female,24,Standard,20,1.75,2025-01-18,14,40,800
M00611,2022-03-01,Male,46,Premium,35,4.78,2025-01-23,9,60,2100
M00612,2023-05-21,Female,34,Standard,21,2.05,2025-01-10,22,40,840
M00613,2022-09-25,Male,25,Standard,29,1.95,2025-01-07,25,40,1160
M00614,2022-04-29,Female,25,Premium,34,4.54,2025-01-24,8,60,2040
M00615,2022-01-03,Female,46,Weekend,37,2.46,2025-01-10,22,25,925
M00616,2023-08-11,Female,20,Weekend,18,1.82,2025-01-24,8,25,450
M00617,2022-07-29,Female,49,Premium,31,4.06,2025-01-31,1,60,1860
M00618,2022-04-17,Female,33,Premium,34,3.3,2025-01-24,8,60,2040
M00619,2023-11-08,Female,29,Weekend,15,0.54,2025-01-15,17,25,375
M00620,2023-03-12,Female,32,Standard,23,1.88,2025-01-13,19,40,920
M00621,2023-07-30,Male,38,Premium,19,3.96,2025-01-25,7,60,1140
M00622,2023-02-19,Male,21,Premium,24,2.88,2025-01-16,16,60,1440
M00623,2022-11-08,Female,40,Premium,27,4.71,2025-01-24,8,60,1620
M00624,2023-09-21,Male,44,Standard,17,1.88,2025-01-21,11,40,680
M00625,2024-03-25,Male,24,Standard,11,2.54,2025-01-12,20,40,440
M00626,2022-09-18,Female,28,Premium,29,3.78,2025-01-25,7,60,1740
M00627,2023-12-16,Male,41,Standard,14,2.71,2025-01-09,23,40,560
M00628,2024-02-10,Female,22,Standard,12,2.15,2025-01-16,16,40,480
M00629,2024-01-14,Male,30,Premium,13,4.68,2025-01-24,8,60,780
M00630,2024-07-29,Female,28,Premium,7,3.61,2025-01-29,3,60,420
M00631,2023-08-16,Male,22,Standard,18,2.9,2025-01-14,18,40,720
M00632,2022-01-12,Female,25,Weekend,37,1.77,2025-01-23,9,25,925
M00633,2024-03-28,Male,38,Standard,11,1.73,2025-01-13,19,40,440
M00634,2024-04-05,Male,46,Standard,10,2.75,2025-01-11,21,40,400
M00635,2022-06-09,Male,47,Premium,32,3.88,2025-01-22,10,60,1920
M00636,2022-09-23,Female,46,Standard,29,3.3,2025-01-31,1,40,1160
M00637,2024-08-19,Female,34,Standard,6,3.26,2025-01-27,5,40,240
M00638,2022-08-10,Male,28,Premium,30,2.88,2025-01-17,15,60,1800
M00639,2024-12-11,Male,36,Premium,2,2.7,2025-01-13,19,60,120
M00640,2022-05-17,Female,35,Premium,33,3.24,2025-01-27,5,60,1980
M00641,2024-08-28,Male,45,Premium,6,4.97,2025-01-31,1,60,360
M00642,2023-04-04,Male,27,Premium,22,2.55,2025-01-12,20,60,1320
M00643,2023-09-12,Female,22,Premium,17,4.18,2025-01-26,6,60,1020
M00644,2023-12-20,Female,46,Premium,14,4.02,2025-01-23,9,60,840
M00645,2023-01-28,Male,41,Premium,25,4.12,2025-01-24,8,60,1500
M00646,2022-09-06,Female,49,Weekend,29,0.94,2025-01-05,27,25,725
M00647,2023-11-02,Male,48,Standard,15,1.95,2025-01-22,10,40,600
M00648,2024-03-19,Male,42,Standard,11,2.36,2025-01-24,8,40,440
M00649,2023-11-20,Female,42,Standard,15,1.69,2025-01-23,9,40,600
M00650,2023-10-03,Male,18,Standard,16,1.65,2025-01-07,25,40,640
M00651,2024-07-20,Female,34,Premium,7,2.72,2025-01-09,23,60,420
M00652,2024-08-19,Female,34,Standard,6,2.65,2025-01-12,20,40,240
M00653,2024-02-18,Male,18,Standard,12,2.3,2025-01-10,22,40,480
M00654,2022-08-26,Female,42,Standard,30,2.09,2025-01-18,14,40,1200
M00655,2022-06-11,Male,18,Standard,32,2.13,2025-01-23,9,40,1280
M00656,2022-12-27,Female,40,Premium,26,3.02,2025-01-30,2,60,1560
M00657,2023-02-16,Male,39,Premium,24,3.53,2025-01-29,3,60,1440
M00658,2022-01-26,Female,26,Premium,37,3.01,2025-01-25,7,60,2220
M00659,2024-06-08,Male,44,Standard,8,2.9,2025-01-10,22,40,320
M00660,2024-01-23,Male,42,Standard,13,1.75,2025-01-24,8,40,520
M00661,2024-04-20,Female,21,Premium,10,4.87,2025-01-24,8,60,600
M00662,2024-06-28,Male,26,Weekend,8,0.68,2024-12-21,42,25,200
M00663,2022-06-05,Male,31,Standard,32,3.39,2025-01-30,2,40,1280
M00664,2022-11-03,Male,32,Premium,27,4.58,2025-01-27,5,60,1620
M00665,2024-01-24,Male,33,Premium,13,4.2,2025-01-26,6,60,780
M00666,2024-03-24,Male,33,Premium,11,4.78,2025-02-01,0,60,660
M00667,2022-07-25,Male,30,Premium,31,2.85,2025-01-20,12,60,1860
M00668,2023-05-01,Female,31,Premium,21,2.94,2025-01-26,6,60,1260
M00669,2022-12-13,Female,39,Premium,26,3.13,2025-01-24,8,60,1560
M00670,2023-08-19,Female,38,Premium,18,3.11,2025-01-31,1,60,1080
M00671,2023-04-16,Female,26,Premium,22,3.28,2025-01-22,10,60,1320
M00672,2022-12-19,Male,48,Weekend,26,1.65,2025-01-14,18,25,650
M00673,2023-11-05,Male,40,Premium,15,2.57,2025-01-19,13,60,900
M00674,2023-10-08,Female,26,Standard,16,2.26,2025-01-10,22,40,640
M00675,2024-04-25,Male,38,Standard,10,1.99,2025-01-25,7,40,400
M00676,2023-04-01,Female,21,Weekend,22,1.71,2025-01-26,6,25,550
M00677,2023-10-08,Male,27,Premium,16,4.96,2025-01-22,10,60,960
M00678,2023-12-02,Male,20,Premium,14,3.79,2025-01-26,6,60,840
M00679,2023-09-04,Female,38,Weekend,17,1.35,2025-01-14,18,25,425
M00680,2024-11-05,Male,26,Weekend,3,1.24,2025-01-05,27,25,75
M00681,2024-09-20,Female,36,Weekend,5,2.07,2025-01-09,23,25,125
M00682,2022-11-20,Female,33,Premium,27,2.68,2025-01-18,14,60,1620
M00683,2024-01-21,Female,33,Premium,13,4.9,2025-01-26,6,60,780
M00684,2023-02-08,Male,34,Standard,24,2.34,2025-01-23,9,40,960
M00685,2024-07-04,Male,35,Weekend,7,1.13,2024-12-29,34,25,175
M00686,2022-02-19,Female,27,Standard,36,3.45,2025-01-31,1,40,1440
M00687,2024-12-23,Male,38,Standard,2,3.37,2025-01-23,9,40,80
M00688,2023-03-13,Female,36,Premium,23,4.1,2025-01-28,4,60,1380
M00689,2024-05-25,Female,39,Standard,9,1.54,2025-01-17,15,40,360
M00690,2022-03-18,Male,32,Premium,35,4.37,2025-01-24,8,60,2100
M00691,2023-12-04,Female,32,Premium,14,3.34,2025-01-26,6,60,840
M00692,2023-11-10,Male,28,Standard,15,2.28,2025-01-10,22,40,600
M00693,2024-11-29,Male,25,Standard,3,1.82,2025-01-23,9,40,120
M00694,2024-11-15,Male,39,Premium,3,3.81,2025-01-22,10,60,180
M00695,2022-09-23,Female,33,Premium,29,4.36,2025-01-31,1,60,1740
M00696,2022-03-17,Female,27,Standard,35,2.05,2025-01-08,24,40,1400
M00697,2024-03-01,Male,26,Premium,11,4.85,2025-02-01,0,60,660
M00698,2024-04-19,Male,32,Standard,10,1.89,2025-01-16,16,40,400
M00699,2024-01-27,Female,39,Premium,13,2.67,2025-01-21,11,60,780
M00700,2023-04-12,Male,47,Standard,22,2.79,2025-01-08,24,40,880
